Question,score1,Answer 1,score2,Answer 2,score3,Answer 3,score4,Answer 4,score5,Answer 5
"قم بتسمية مصطلح مكون من كلمتين يبدأ بـ ""سري"".",34,الخدمة السرية,20,العميل السري,19,المعجب السري,14,سانتا السري,7,الحديقة السرية
اذكر مهنة يتم فيها تصوير النساء غالبًا على أنهن مثيرات؟,33,ممرضة,25,راقصة,17,نموذج,13,نادلة,7,سكرتير
أخبرني عن مهنة يمكن أن يكون النوم فيها كارثيًا أثناء العمل.,43,سائق شاحنة,28,طيار طائرة,10,ميكانيكي,8,سائق الحافلة/التاكسي,6,حارس أمن
قم بتسمية شيء قد يتعين على الشخصيات التنكرية إزالة رؤوسهم للقيام به,56,يأكل,17,احصل على مشروب,12,يتحدث,9,يتنفس,5,يرى
قم بتسمية شيء تشتريه لتتناسب مع الجيتار.,32,يختار,28,قضية,18,سلاسل,16,أمبير,6,ورقة الموسيقى
عند الخوض في البحيرة - أخبرني بشيء تشعر به تجاه قدميك,31,الحصى,24,الرمال / الطين,20,سمكة,18,الأعشاب البحرية,5,قذائف
قم بتسمية شيء يحتاجه الفارس لمباراة المبارزة,52,حصان,19,سيف,16,درع,4,حربة,3,درع
ما هو أول شيء يفعله الناس إذا واجهوا دبًا في الغابة؟,55,اهرب,21,الصراخ,16,تجميد,4,يخفي,3,أطلق النار عليه
اذكر عادة من المستحيل إخفاؤها عن زوجك,64,تدخين,12,الشرب,7,قضم الأظافر,7,القمار,4,التسوق
قم بتسمية شيء قد يرتديه الصبي ومن المحتمل أن يؤدي إلى طرده من المدرسة الإعدادية.,27,قبعة,23,فستان/تنورة,18,الجينز الأزرق,17,ثقب,9,سراويل
قم بتسمية شيء تفعله في عيد الميلاد وعيد ميلادك,41,الهدايا,21,تناول الحلويات,15,حزب,13,الوقت مع العائلة,5,يغني
قم بتسمية شيء قد تفعله العائلة في إجازة في نزل شتوي.,52,تزلج,21,تزلج,9,تزلج على الجليد,8,على الجليد,5,الجلوس بالنار
قم بتسمية شيء سمح الآباء لأطفالهم بفعله في الماضي، والذي من شأنه أن يجعلهم يبدون وكأنهم آباء سيئون اليوم,33,لا حزام الأمان,24,اللعب غير الخاضع للرقابة,22,لا خوذة الدراجة,11,المشي إلى المدرسة,8,الجلوس في المقعد الأمامي
إلى جانب ألعاب الفيديو - قم بتسمية نوع آخر من الألعاب التي يمكنك لعبها في صالة الألعاب.,44,الكرة والدبابيس,16,كرة القدم,15,الهوكي الهوائي,14,كرة السلة,11,سكي بول
ما اسم الرياضة التي يرتدي رياضيوها القبعات؟,45,البيسبول,30,جولف,12,التنس,8,سباحة,3,التزحلق
أخبرني بشيء يمكن للأطفال ركوبه بسهولة، لكن الشخص البالغ سيخشى ركوبه.,35,دراجة,33,السفينة الدوارة,15,لوح التزلج,9,حصان,6,تزلج
قم بتسمية شيء يتعلم الطفل القيام به حتى قبل أن يتمكن من التحدث,43,الزحف,24,يمشي,12,أكل الزبالة,10,يبكي,4,يبتسم
قم بتسمية شيء تتمنى ألا يفعله صديقك عندما يجلس معك في المنزل.,44,حزب,15,يسرق,15,استخدم ملابسي,8,اصنع فوضى,8,دخان
بخلاف شرب القهوة- ماذا يفعل الناس أثناء وجودهم في المقهى,33,يتحدث,21,يقرأ,20,يأكل,18,استخدام الكمبيوتر,5,دخان
أخبرني بشيء تتجنبه عندما تكون مريضًا,34,أشخاص آخرون,29,العمل/المدرسة,25,الأكل,5,الكحول,5,تدخين
قم بتسمية شيء تأمل ألا يحدث عند حمل طفل شخص ما.,43,يجب تغيير الحفاضات,24,أسقطه,16,يبصقون عليك,9,يبكي,8,العطس/السعال عند الطفل
قم بتسمية قطعة من الملابس تجعلك تشعر وكأنك لا تستطيع التحرك,30,معطف,29,جينز,20,حزام,10,الجوارب,7,بدلة الثلج
قم بتسمية قطعة من الملابس تجعلك تشعر وكأنك لا تستطيع التحرك.,30,معطف,29,جينز,20,حزام,10,الجوارب,7,بدلة ثلج
ما هي قطعة الملابس التي سترتديها أكثر من مرة قبل غسلها؟,57,جينز,18,قميص,9,معطف,8,حمالة الصدر,6,الجوارب
ما الذي يبدأ الناس في الحصول عليه أكثر في سياراتهم بمجرد إنجاب الأطفال؟,38,ألعاب,28,نفاية,15,مقاعد السيارة,13,طعام/شراب,4,الانسكابات
اذكر شيئًا قد يفعله الشخص بمضغ العلكة ويعتقد الآخرون أنه وقح.,47,فرقعها,19,صفعة,13,نفخ الفقاعات,8,ضع تحت الطاولة,8,يبصقون بها
قم بتسمية شيء تحتاجه إذا كنت تريد ارتداء ملابس رعاة البقر.,62,قبعة رعاة البقر,28,أحذية كويبوي,4,لعبة بندقية,4,الفصول,2,توتنهام
قم بتسمية شيء قد يشتريه العازب لغرفة نومه لجعلها أكثر رومانسية.,35,الشموع,25,مرايا,16,أضواء ملونة,11,صفائح الحرير,6,نظام ستيريو
اذكر شيئًا يتسبب في شخير زوجتك بشكل أسوأ من المعتاد.,40,البرد/الحساسية,28,الكحول,21,إنهاك,6,النوم على الظهر,4,ضغط
قم بتسمية شيء يستخدمه الأطفال للمتعة، ولكن يستخدمه الكبار للتمرين.,48,دراجة,24,كرة,18,جمبروب,6,الترامبولين,3,حمام السباحة
إذا كان الشخص سائقًا لقمة العيش، فما هو نوع السيارة المحدد الذي قد يقوده؟,34,نصف شاحنة,25,حافلة,16,ليمو,11,سيارة سباق,5,تاكسي
قم بتسمية شيء يحب الناس شربه في وقت النوم.,53,لبن,27,ماء,9,شكولاته ساخنة,6,عصير,5,شاي
قم بتسمية مهنة يُدفع فيها للأشخاص مقابل إخبار الآخرين بما يجب عليهم فعله (أكثر تحديدًا من رئيسهم).,28,طبيب,27,محامي,15,مدرب لياقة بدنية,13,محاسب/وسيط,6,مدرس
اذكر نوع الرياضة التي قد يتم إلغاؤها بسبب المطر.,72,البيسبول,15,كرة القدم,7,جولف,4,كرة القدم,2,التنس
أخبرني عن أسوأ شيء يمكن أن يحدث لك إذا كنت عالقًا في السرير بناءً على أوامر الطبيب,45,تلفزيون,20,التحكم عن بعد,17,هاتف,10,فرن / مكيف,5,السرير
إذا كنت ستصبح متسابقًا في برنامج Jeopardy - قم بتسمية مجال موضوع محدد تريد حفظه مسبقًا.,46,تاريخ,24,الجغرافيا,11,أفلام,10,الأحداث الجارية,3,الكتاب المقدس
"اذكر شيئًا اتهمك زوجك بـ ""سرقته"".",54,مال,24,قلوبهم,9,اليسار المبالغ / الحلوى,7,قبلة,4,جهاز التحكم عن بعد للتلفزيون
قم بتسمية نوع التذكرة التي ينتظرها الأشخاص في الطابور للشراء,45,حفلة موسيقية,43,فيلم,3,حديقة الملاهي,3,الرياضة,2,مسرح
يرتدي العديد من الصيادين ملابس مموهة في الغابة - اذكر النمط الذي ستتفاجأ به عندما ترى ملابس الصيادين.,36,منقطة,33,المشارب,12,الأزهار,11,بيزلي,5,صبغ التعادل
"أعطني الاسم الأول للشخص الذي يتماشى مع كلمة ""سخيف"".",59,بيلي,18,ويلي,12,زنبق,7,ميلي,3,تيلي
أخبرني عن الاسم الشائع للقطط.,28,رقيق,21,فيليكس,20,شعيرات,10,موريس,6,توم
قم بتسمية شيء محدد ينموه المزارعون في حقولهم,46,حبوب ذرة,17,قمح,13,قطن,6,الجزر,5,الطماطم
اذكر سببًا يجعل بعض الإعلانات التلفزيونية مزعجة أكثر من غيرها.,38,أصوات عالية,22,لعبت كثيرا,15,طويل جدًا,15,أغنية جذابة,6,مملة للغاية
قم بتسمية شيء يمكن للقطط مطاردته طوال اليوم.,38,لطيف - جيد,25,ذيل,12,كرة من الغزل,10,الطيور,9,لعبة/كرة
قم بتسمية شيء قمت بركوبه في عدد قليل من المرات في حياتك.,35,حصان,33,طائرة,21,السفينة الدوارة,14,دراجة نارية,4,يدرب
قم بتسمية شيء قد تراه في عرض للكلاب، ولكن ليس في مسابقة ملكة الجمال.,53,كلاب,24,مقود,10,يتبرّز,6,طوق/علامة,5,المدربين
اذكر شيئًا يفعله العربة أثناء التخييم ولا يفعله في المنزل.,35,بناء النار,18,تنزه,17,غناء أغاني نار المخيم,14,النوم في خيمة,10,استخدم المراحيض
قم بتسمية شيء ترى أن المشجعين يفعلونه وقد يبدو غريبًا أن ترى الناس يفعلون غير ذلك.,31,الانقسامات,27,الصراخ,15,عجلة العربة,13,هرم,11,استخدم بوم بومس
قم بتسمية شيء لا يرغب الناس في فعله أمام شخص ما يواعدونه - حتى يصبحوا جديين.,60,تمرير الغاز,13,إظهار المودة,9,يأكل,9,خلع ملابسه,4,استخدم المرحاض
قم بتسمية شيء يربطه الناس بشلالات نياجرا.,74,شلال,11,هيونيمون,8,حفلات الزفاف,5,براميل,2,أجازة
اسم شيء تكرهه القطط,54,كلاب,33,ماء,3,الاستيلاء على ذيلهم,3,الفأر,2,مكنسة كهربائية
إلى جانب رقاقة الشوكولاتة - قم بتسمية ملف تعريف الارتباط الشهير,44,أوريو,22,دقيق الشوفان,17,زبدة الفول السوداني,8,سكر,3,رقائق الفانيليا
قم بتسمية الدولة التي يتم الاستعانة بمصادر خارجية للوظائف الأمريكية فيها,28,الصين,27,المكسيك,21,الهند,14,اليابان,5,فيتنام
قم بتسمية شيء قد تعرف كلمة المرور الخاصة بشريكك,40,بريد إلكتروني,23,حاسوب,20,الحساب البنكي,7,بطاقة إئتمان,4,البريد الصوتي
قم بتسمية مكان يُطلب من الناس النهوض فيه,44,مكان العبادة,30,محكمة,12,مدرسة,10,حدث رياضي,5,قِرَان
اسم شيء يحمله الناس على أكتافهم.,43,حقائب الظهر,33,المحافظ,12,أطفال,5,قرد,2,وزن العالم
اذكر شيئًا تريد معرفته عندما تقابل صديقًا لم تره منذ سنوات؟,31,متزوج؟,29,كيف حالك؟,16,اسمك مرة أخرى...؟,12,هل لديك أطفال؟,9,ماذا تفعل؟
قم بتسمية شيء في سيارتك يمكن تشغيله وإيقافه.,28,راديو,26,محرك,23,أضواء,13,سخان / مكيف,5,مساحات
اذكر السبب الذي قد يجعل الشخص يرتدي ملابس تنكرية.,41,حفلة الهالوين,27,السارق / على المدى,12,جاسوس سري,10,المشاهير,7,حماية الشهود
اذكر شيئًا لا يمكنك الخوف منه إذا كنت تريد أن تصبح صيادًا,49,ماء,21,سمكة,15,خطافات,8,قوارب,7,الديدان
